 6300.0  0.00000
 6350.0  0.00097
 6400.0  0.00097
 6450.0  0.00098
 6500.0  0.00098
 6550.0  0.00197
 6600.0  0.00395
 6650.0  0.00891
 6700.0  0.02087
 6750.0  0.04787
 6800.0  0.10593
 6850.0  0.21325
 6900.0  0.33106
 6950.0  0.53747
 7000.0  0.68680
 7050.0  0.80894
 7100.0  0.90803
 7150.0  0.97997
 7200.0  0.92994
 7250.0  0.95316
 7300.0  0.95541
 7350.0  0.98930
 7400.0  0.98416
 7450.0  0.98837
 7500.0  0.99571
 7550.0  1.00000
 7600.0  0.40420
 7650.0  0.69370
 7700.0  0.98047
 7750.0  0.96692
 7800.0  0.95411
 7850.0  0.94312
 7900.0  0.93132
 7950.0  0.91480
 8000.0  0.87561
 8050.0  0.83580
 8100.0  0.78040
 8150.0  0.67353
 8200.0  0.61933
 8250.0  0.58032
 8300.0  0.52956
 8350.0  0.52848
 8400.0  0.56691
 8450.0  0.67397
 8500.0  0.66864
 8550.0  0.30854
 8600.0  0.09578
 8650.0  0.03272
 8700.0  0.01270
 8750.0  0.00635
 8800.0  0.00317
 8850.0  0.00211
 8900.0  0.00105
 8950.0  0.00105
 9000.0  0.00095
