 5250.0  0.00000
 5300.0  0.00097
 5350.0  0.01266
 5400.0  0.06738
 5450.0  0.28399
 5500.0  0.57534
 5550.0  0.68088
 5600.0  0.79869
 5650.0  0.89093
 5700.0  0.90634
 5750.0  0.90078
 5800.0  0.92605
 5850.0  0.96993
 5900.0  1.00000
 5950.0  0.99863
 6000.0  0.98691
 6050.0  0.98462
 6100.0  0.99374
 6150.0  0.99015
 6200.0  0.97702
 6250.0  0.97383
 6300.0  0.98479
 6350.0  0.99458
 6400.0  0.97676
 6450.0  0.93728
 6500.0  0.90898
 6550.0  0.90703
 6600.0  0.91618
 6650.0  0.91415
 6700.0  0.89616
 6750.0  0.88249
 6800.0  0.86111
 6850.0  0.78003
 6900.0  0.56341
 6950.0  0.47520
 7000.0  0.39075
 7050.0  0.37846
 7100.0  0.32541
 7150.0  0.12766
 7200.0  0.03055
 7250.0  0.01009
 7300.0  0.00411
 7350.0  0.00108
 7400.0  0.00108
 7450.0  0.00000
