#lambda transmission
3740.0 0.0
3750.0 0.0
3760.0 0.0
3770.0 0.0
3780.0 0.0
3790.0 0.0
3800.0 0.0
3810.0 0.000351429812025
3820.0 0.000437359561568
3830.0 0.000442485244608
3840.0 0.000579649467984
3850.0 0.000697517008968
3860.0 0.000816410963196
3870.0 0.000990005195784
3880.0 0.00116510454203
3890.0 0.00145555863225
3900.0 0.00174851386548
3910.0 0.00172835196002
3920.0 0.00318755509232
3930.0 0.00650911617817
3940.0 0.00985853303997
3950.0 0.0102727312054
3960.0 0.0582715139736
3970.0 0.108897596923
3980.0 0.159925292441
3990.0 0.159873086836
4000.0 0.178339206131
4010.0 0.187064671859
4020.0 0.195845884988
4030.0 0.198967082718
4040.0 0.202429700389
4050.0 0.203557728141
4060.0 0.208476260733
4070.0 0.211347990675
4080.0 0.217795638051
4090.0 0.219000420483
4100.0 0.222859826901
4110.0 0.22559556412
4120.0 0.22833665032
4130.0 0.23060489208
4140.0 0.234277788673
4150.0 0.236466850547
4160.0 0.243750966262
4170.0 0.248238889392
4180.0 0.2527325834
4190.0 0.254258289565
4200.0 0.255294870083
4210.0 0.25642850387
4220.0 0.260100245787
4230.0 0.261184962824
4240.0 0.270124096615
4250.0 0.273251487569
4260.0 0.276384908995
4270.0 0.279095402139
4280.0 0.285165694592
4290.0 0.285985197903
4300.0 0.292345202098
4310.0 0.295031544808
4320.0 0.297720155083
4330.0 0.300974557883
4340.0 0.304235409512
4350.0 0.308084854966
4360.0 0.31194140848
4370.0 0.315242877357
4380.0 0.318548273985
4390.0 0.322918409146
4400.0 0.327293690412
4410.0 0.330127677398
4420.0 0.33295978874
4430.0 0.335457709321
4440.0 0.33795228644
4450.0 0.340403568549
4460.0 0.342843257112
4470.0 0.345032173187
4480.0 0.347278168217
4490.0 0.349905914465
4500.0 0.352527095668
4510.0 0.354975833225
4520.0 0.357406084463
4530.0 0.3606458387
4540.0 0.36388313476
4550.0 0.365700836082
4560.0 0.367469797732
4570.0 0.368589404232
4580.0 0.369702578573
4590.0 0.372581893041
4600.0 0.375464219909
4610.0 0.378301394512
4620.0 0.381134830495
4630.0 0.383445819868
4640.0 0.38593675682
4650.0 0.387978720168
4660.0 0.39001262156
4670.0 0.390721939525
4680.0 0.391298474703
4690.0 0.392494157364
4700.0 0.393651099465
4710.0 0.395547895844
4720.0 0.397384829594
4730.0 0.399857408707
4740.0 0.402288261451
4750.0 0.40485117108
4760.0 0.407257553662
4770.0 0.40772777956
4780.0 0.408808931376
4790.0 0.410059621717
4800.0 0.411385198822
4810.0 0.414071424391
4820.0 0.416709438195
4830.0 0.41804092561
4840.0 0.41927043899
4850.0 0.419399897141
4860.0 0.419565529983
4870.0 0.421994642689
4880.0 0.424408857489
4890.0 0.427324501373
4900.0 0.430239910344
4910.0 0.431524011349
4920.0 0.432768929319
4930.0 0.432622933344
4940.0 0.432463400196
4950.0 0.43329097612
4960.0 0.433914806178
4970.0 0.436992491943
4980.0 0.440070560772
4990.0 0.441968089251
5000.0 0.443864421028
5010.0 0.445482189722
5020.0 0.447101533636
5030.0 0.447875513755
5040.0 0.448642111273
5050.0 0.449841081808
5060.0 0.451344402384
5070.0 0.453737959934
5080.0 0.456135194088
5090.0 0.457741410061
5100.0 0.459340004256
5110.0 0.458973245199
5120.0 0.458590617241
5130.0 0.459515325595
5140.0 0.460436111598
5150.0 0.462896601935
5160.0 0.4652486868
5170.0 0.46626866535
5180.0 0.467284461178
5190.0 0.468861024252
5200.0 0.470437169827
5210.0 0.472984119127
5220.0 0.475489995321
5230.0 0.477533170734
5240.0 0.479580310008
5250.0 0.480765854021
5260.0 0.481978868264
5270.0 0.4822414292
5280.0 0.482472359199
5290.0 0.482981462262
5300.0 0.483494614205
5310.0 0.484900055225
5320.0 0.486342670863
5330.0 0.487895267578
5340.0 0.489510388467
5350.0 0.491403288536
5360.0 0.493287590103
5370.0 0.492493781276
5380.0 0.491667379135
5390.0 0.489494090417
5400.0 0.487302858642
5410.0 0.489573592737
5420.0 0.491837097255
5430.0 0.498381980902
5440.0 0.504882796425
5450.0 0.47163997982
5460.0 0.438369129371
5470.0 0.31408437297
5480.0 0.189711294291
5490.0 0.113101855169
5500.0 0.0364376301499
5510.0 0.022300256387
5520.0 0.00816098156854
5530.0 0.0050186436939
5540.0 0.00187596559675
5550.0 0.00128997475794
5560.0 0.000703915424576
5570.0 0.00055500248846
5580.0 0.000406101096475
5590.0 0.00035432447
5600.0 0.000302551704
5610.0 0.00027155811921
5620.0 0.000240538335388
5630.0 0.00021989838404
5640.0 0.000199258398646
5650.0 0.0
5660.0 0.0
5670.0 0.0
5680.0 0.0
5690.0 0.0
5700.0 0.0
5710.0 0.0
5720.0 0.0
5730.0 0.0
