19000.000000 0.000000
19004.000000 0.000000
19008.000000 0.000002
19012.000000 0.000019
19016.000000 0.000073
19020.000000 0.000141
19024.000000 0.000163
19028.000000 0.000088
19032.000000 0.000019
19036.000000 0.000013
19040.000000 0.000058
19044.000000 0.000115
19048.000000 0.000088
19052.000000 0.000024
19056.000000 0.000003
19060.000000 0.000000
19064.000000 0.000000
19068.000000 0.000001
19072.000000 0.000005
19076.000000 0.000037
19080.000000 0.000120
19084.000000 0.000186
19088.000000 0.000167
19092.000000 0.000100
19096.000000 0.000106
19100.000000 0.000125
19104.000000 0.000111
19108.000000 0.000066
19112.000000 0.000036
19116.000000 0.000028
19120.000000 0.000013
19124.000000 0.000024
19128.000000 0.000045
19132.000000 0.000039
19136.000000 0.000019
19140.000000 0.000004
19144.000000 0.000003
19148.000000 0.000016
19152.000000 0.000084
19156.000000 0.000238
19160.000000 0.000305
19164.000000 0.000156
19168.000000 0.000038
19172.000000 0.000078
19176.000000 0.000340
19180.000000 0.000816
19184.000000 0.001094
19188.000000 0.001074
19192.000000 0.000836
19196.000000 0.000426
19200.000000 0.000111
19204.000000 0.000011
19208.000000 0.000001
19212.000000 0.000007
19216.000000 0.000052
19220.000000 0.000237
19224.000000 0.000576
19228.000000 0.000805
19232.000000 0.000831
19236.000000 0.000741
19240.000000 0.000419
19244.000000 0.000111
19248.000000 0.000079
19252.000000 0.000343
19256.000000 0.000861
19260.000000 0.001132
19264.000000 0.000969
19268.000000 0.000758
19272.000000 0.000393
19276.000000 0.000142
19280.000000 0.000303
19284.000000 0.000535
19288.000000 0.000361
19292.000000 0.000407
19296.000000 0.001060
19300.000000 0.001487
19304.000000 0.001004
19308.000000 0.000445
19312.000000 0.000274
19316.000000 0.000263
19320.000000 0.000488
19324.000000 0.000985
19328.000000 0.001472
19332.000000 0.001288
19336.000000 0.001369
19340.000000 0.001174
19344.000000 0.000578
19348.000000 0.000757
19352.000000 0.001638
19356.000000 0.002211
19360.000000 0.001902
19364.000000 0.001344
19368.000000 0.000819
19372.000000 0.000905
19376.000000 0.001358
19380.000000 0.001280
19384.000000 0.000875
19388.000000 0.001051
19392.000000 0.001018
19396.000000 0.000478
19400.000000 0.000411
19404.000000 0.001135
19408.000000 0.001952
19412.000000 0.001619
19416.000000 0.001065
19420.000000 0.001203
19424.000000 0.002427
19428.000000 0.003706
19432.000000 0.003825
19436.000000 0.003245
19440.000000 0.002218
19444.000000 0.001901
19448.000000 0.001567
19452.000000 0.001263
19456.000000 0.002069
19460.000000 0.003007
19464.000000 0.003137
19468.000000 0.003543
19472.000000 0.003601
19476.000000 0.002740
19480.000000 0.002855
19484.000000 0.002810
19488.000000 0.002600
19492.000000 0.003152
19496.000000 0.003140
19500.000000 0.003429
19504.000000 0.003963
19508.000000 0.004005
19512.000000 0.004032
