 3040 -0.0000000
 3060 0.00007022
 3080 0.00060990
 3100 0.00115902
 3120 0.00185315
 3140 0.00366672
 3160 0.00611499
 3180 0.00914797
 3200 0.01404503
 3220 0.01971478
 3240 0.02619403
 3260 0.03313055
 3280 0.04014762
 3300 0.04838620
 3320 0.05656296
 3340 0.06420116
 3360 0.07204904
 3380 0.07978732
 3400 0.08914094
 3420 0.09998023
 3440 0.11038137
 3460 0.12065758
 3480 0.13179842
 3500 0.14155261
 3520 0.15190338
 3540 0.16287446
 3560 0.17431827
 3580 0.18451814
 3600 0.19396272
 3620 0.20365539
 3640 0.21294612
 3660 0.22301935
 3680 0.23062527
 3700 0.23463015
 3720 0.23602547
 3740 0.23392144
 3760 0.22463305
 3780 0.20950523
 3800 0.19160557
 3820 0.16949974
 3840 0.14310186
 3860 0.11486509
 3880 0.08619301
 3900 0.05975873
 3920 0.03806786
 3940 0.02231245
 3960 0.01184957
 3980 0.00553880
 4000 0.00220364
 4020 0.00064272
 4040 -0.0000000
