      3500.00      0.00000
      3510.00   0.00659621
      3520.00    0.0131924
      3530.00    0.0197886
      3540.00    0.0263848
      3550.00    0.0357177
      3560.00    0.0450507
      3570.00    0.0591867
      3580.00    0.0733227
      3590.00    0.0912966
      3600.00     0.109270
      3610.00     0.130306
      3620.00     0.151341
      3630.00     0.171368
      3640.00     0.191395
      3650.00     0.208871
      3660.00     0.226347
      3670.00     0.243903
      3680.00     0.261459
      3690.00     0.281694
      3700.00     0.301930
      3710.00     0.321660
      3720.00     0.341390
      3730.00     0.359012
      3740.00     0.376634
      3750.00     0.391221
      3760.00     0.405808
      3770.00     0.424776
      3780.00     0.443745
      3790.00     0.463038
      3800.00     0.482356
      3810.00     0.500847
      3820.00     0.516757
      3830.00     0.532667
      3840.00     0.548578
      3850.00     0.564488
      3860.00     0.580683
      3870.00     0.597107
      3880.00     0.613531
      3890.00     0.629954
      3900.00     0.646378
      3910.00     0.662801
      3920.00     0.679225
      3930.00     0.695649
      3940.00     0.711515
      3950.00     0.727367
      3960.00     0.743219
      3970.00     0.759071
      3980.00     0.774923
      3990.00     0.790775
      4000.00     0.806627
      4010.00     0.822479
      4020.00     0.836377
      4030.00     0.850164
      4040.00     0.863951
      4050.00     0.877738
      4060.00     0.890668
      4070.00     0.902003
      4080.00     0.913339
      4090.00     0.921198
      4100.00     0.929058
      4110.00     0.935284
      4120.00     0.941510
      4130.00     0.947239
      4140.00     0.952968
      4150.00     0.957512
      4160.00     0.962055
      4170.00     0.966090
      4180.00     0.970125
      4190.00     0.973676
      4200.00     0.977227
      4210.00     0.980636
      4220.00     0.984045
      4230.00     0.986231
      4240.00     0.988417
      4250.00     0.989417
      4260.00     0.990417
      4270.00     0.991690
      4280.00     0.992963
      4290.00     0.994179
      4300.00     0.995396
      4310.00     0.996175
      4320.00     0.996954
      4330.00     0.997409
      4340.00     0.997864
      4350.00     0.998045
      4360.00     0.998226
      4370.00     0.998472
      4380.00     0.998718
      4390.00     0.998914
      4400.00     0.999109
      4410.00     0.998745
      4420.00     0.998381
      4430.00     0.997176
      4440.00     0.995972
      4450.00     0.993630
      4460.00     0.991287
      4470.00     0.988201
      4480.00     0.985115
      4490.00     0.981021
      4500.00     0.976928
      4510.00     0.972498
      4520.00     0.968067
      4530.00     0.963829
      4540.00     0.959591
      4550.00     0.954806
      4560.00     0.950020
      4570.00     0.944172
      4580.00     0.938324
      4590.00     0.930806
      4600.00     0.923289
      4610.00     0.914204
      4620.00     0.905120
      4630.00     0.894104
      4640.00     0.883089
      4650.00     0.869750
      4660.00     0.856411
      4670.00     0.840945
      4680.00     0.825479
      4690.00     0.808139
      4700.00     0.790799
      4710.00     0.772397
      4720.00     0.753995
      4730.00     0.735496
      4740.00     0.716998
      4750.00     0.697784
      4760.00     0.678570
      4770.00     0.657361
      4780.00     0.636153
      4790.00     0.614637
      4800.00     0.593121
      4810.00     0.571700
      4820.00     0.550279
      4830.00     0.528727
      4840.00     0.507174
      4850.00     0.486244
      4860.00     0.465314
      4870.00     0.445345
      4880.00     0.425376
      4890.00     0.406545
      4900.00     0.387714
      4910.00     0.370594
      4920.00     0.353473
      4930.00     0.338267
      4940.00     0.323061
      4950.00     0.309591
      4960.00     0.296122
      4970.00     0.284096
      4980.00     0.272070
      4990.00     0.260631
      5000.00     0.249192
      5010.00     0.237411
      5020.00     0.225629
      5030.00     0.213146
      5040.00     0.200663
      5050.00     0.188049
      5060.00     0.175435
      5070.00     0.163734
      5080.00     0.152032
      5090.00     0.141814
      5100.00     0.131595
      5110.00     0.122818
      5120.00     0.114041
      5130.00     0.106278
      5140.00    0.0985145
      5150.00    0.0915136
      5160.00    0.0845127
      5170.00    0.0781278
      5180.00    0.0717428
      5190.00    0.0658489
      5200.00    0.0599550
      5210.00    0.0547277
      5220.00    0.0495005
      5230.00    0.0450957
      5240.00    0.0406909
      5250.00    0.0370432
      5260.00    0.0333955
      5270.00    0.0304434
      5280.00    0.0274913
      5290.00    0.0252147
      5300.00    0.0229380
      5310.00    0.0212301
      5320.00    0.0195221
      5330.00    0.0182755
      5340.00    0.0170288
      5350.00    0.0161671
      5360.00    0.0153053
      5370.00    0.0147370
      5380.00    0.0141686
      5390.00    0.0138498
      5400.00    0.0135310
      5410.00    0.0134434
      5420.00    0.0133558
      5430.00    0.0134888
      5440.00    0.0136219
      5450.00    0.0139948
      5460.00    0.0143677
      5470.00    0.0150009
      5480.00    0.0156342
      5490.00    0.0165092
      5500.00    0.0173842
      5510.00    0.0184354
      5520.00    0.0194866
      5530.00    0.0205932
      5540.00    0.0216998
      5550.00    0.0226721
      5560.00    0.0236444
      5570.00    0.0242948
      5580.00    0.0249453
      5590.00    0.0251549
      5600.00    0.0253645
      5610.00    0.0250933
      5620.00    0.0248220
      5630.00    0.0241094
      5640.00    0.0233968
      5650.00    0.0223212
      5660.00    0.0212455
      5670.00    0.0199156
      5680.00    0.0185857
      5690.00    0.0171034
      5700.00    0.0156210
      5710.00    0.0141074
      5720.00    0.0125938
      5730.00    0.0111765
