# Effective filter for SN center
# generated by snls3_effective_filters_per_sn
# lambda : Angstroms 
# tr : effective transmission (units of counts/photon)
# end
5375 0
5380 0.000703506
5385 0.0015534
5390 0.00202398
5395 0.00219739
5400 0.00238833
5405 0.00259927
5410 0.00282905
5415 0.00308198
5420 0.00336162
5425 0.00367014
5430 0.00400843
5435 0.00437631
5440 0.00477905
5445 0.00522131
5450 0.00571015
5455 0.00625487
5460 0.00685488
5465 0.00751097
5470 0.00823398
5475 0.00903033
5480 0.00990546
5485 0.0108673
5490 0.0119279
5495 0.0130978
5500 0.014385
5505 0.0157886
5510 0.017335
5515 0.0190404
5520 0.0209207
5525 0.0229796
5530 0.0252329
5535 0.0277135
5540 0.030432
5545 0.0334145
5550 0.0367107
5555 0.0403425
5560 0.0443382
5565 0.0487164
5570 0.053481
5575 0.0586364
5580 0.0641874
5585 0.0701735
5590 0.0766217
5595 0.0835492
5600 0.0909698
5605 0.0989116
5610 0.107357
5615 0.116348
5620 0.125888
5625 0.135967
5630 0.146578
5635 0.157668
5640 0.16921
5645 0.181131
5650 0.193382
5655 0.205968
5660 0.218772
5665 0.23176
5670 0.244928
5675 0.258218
5680 0.271681
5685 0.284928
5690 0.29765
5695 0.309849
5700 0.321965
5705 0.333526
5710 0.34456
5715 0.355068
5720 0.364936
5725 0.37405
5730 0.382404
5735 0.390092
5740 0.396973
5745 0.403021
5750 0.408195
5755 0.412422
5760 0.415762
5765 0.418298
5770 0.420027
5775 0.420824
5780 0.42087
5785 0.420245
5790 0.419075
5795 0.417549
5800 0.415662
5805 0.413745
5810 0.411686
5815 0.409637
5820 0.407631
5825 0.405798
5830 0.404173
5835 0.40283
5840 0.401762
5845 0.40102
5850 0.400634
5855 0.400643
5860 0.400945
5865 0.401447
5870 0.40218
5875 0.402419
5880 0.402767
5885 0.401747
5890 0.400712
5895 0.401948
5900 0.403055
5905 0.405339
5910 0.407447
5915 0.40647
5920 0.405299
5925 0.407442
5930 0.409444
5935 0.407963
5940 0.406403
5945 0.404728
5950 0.403087
5955 0.40419
5960 0.405387
5965 0.404786
5970 0.404379
5975 0.405631
5980 0.407135
5985 0.40832
5990 0.409747
5995 0.411426
6000 0.413388
6005 0.415491
6010 0.417753
6015 0.419839
6020 0.422059
6025 0.424469
6030 0.42694
6035 0.429397
6040 0.431863
6045 0.434299
6050 0.436714
6055 0.439102
6060 0.44143
6065 0.443737
6070 0.445946
6075 0.448084
6080 0.45011
6085 0.451961
6090 0.453638
6095 0.455162
6100 0.45656
6105 0.458228
6110 0.459728
6115 0.461174
6120 0.462485
6125 0.463629
6130 0.464647
6135 0.465551
6140 0.46634
6145 0.466983
6150 0.467569
6155 0.468251
6160 0.468905
6165 0.469486
6170 0.470133
6175 0.470931
6180 0.471807
6185 0.47267
6190 0.473619
6195 0.474724
6200 0.475946
6205 0.477216
6210 0.478521
6215 0.479903
6220 0.481287
6225 0.482643
6230 0.483921
6235 0.485123
6240 0.486227
6245 0.487253
6250 0.48816
6255 0.488835
6260 0.489398
6265 0.489415
6270 0.489343
6275 0.477707
6280 0.466001
6285 0.474535
6290 0.483089
6295 0.48303
6300 0.483028
6305 0.484539
6310 0.486134
6315 0.487199
6320 0.488359
6325 0.489875
6330 0.491448
6335 0.492446
6340 0.493483
6345 0.494222
6350 0.494914
6355 0.495868
6360 0.49676
6365 0.497332
6370 0.497785
6375 0.498161
6380 0.498401
6385 0.498126
6390 0.497708
6395 0.497611
6400 0.497396
6405 0.496966
6410 0.49646
6415 0.495926
6420 0.495392
6425 0.494833
6430 0.494319
6435 0.493957
6440 0.493672
6445 0.493411
6450 0.493207
6455 0.492325
6460 0.49147
6465 0.490708
6470 0.489901
6475 0.488353
6480 0.486694
6485 0.486379
6490 0.485876
6495 0.48587
6500 0.485633
6505 0.484645
6510 0.483381
6515 0.477856
6520 0.472133
6525 0.472945
6530 0.4735
6535 0.470084
6540 0.466478
6545 0.461409
6550 0.45621
6555 0.453122
6560 0.449913
6565 0.445865
6570 0.441732
6575 0.438165
6580 0.434512
6585 0.430473
6590 0.42635
6595 0.42194
6600 0.417484
6605 0.413215
6610 0.408904
6615 0.404489
6620 0.400082
6625 0.395756
6630 0.391452
6635 0.387219
6640 0.383064
6645 0.378981
6650 0.375068
6655 0.371409
6660 0.368039
6665 0.364927
6670 0.362062
6675 0.359425
6680 0.35703
6685 0.354837
6690 0.352882
6695 0.351177
6700 0.349605
6705 0.347824
6710 0.346097
6715 0.344539
6720 0.343013
6725 0.341417
6730 0.339799
6735 0.33819
6740 0.336591
6745 0.335005
6750 0.333549
6755 0.332374
6760 0.331538
6765 0.331188
6770 0.331434
6775 0.332452
6780 0.334427
6785 0.337561
6790 0.342006
6795 0.347925
6800 0.355507
6805 0.364862
6810 0.375964
6815 0.388719
6820 0.402844
6825 0.417744
6830 0.432526
6835 0.445692
6840 0.455392
6845 0.459399
6850 0.455886
6855 0.443364
6860 0.421258
6865 0.350185
6870 0.280354
6875 0.255668
6880 0.228551
6885 0.195873
6890 0.165869
6895 0.139124
6900 0.116224
6905 0.101917
6910 0.089273
6915 0.0755251
6920 0.0640789
6925 0.054222
6930 0.0460631
6935 0.0391509
6940 0.03344
6945 0.028942
6950 0.0251754
6955 0.0218
6960 0.0189307
6965 0.0167469
6970 0.0148477
6975 0.0130243
6980 0.0114597
6985 0.010039
6990 0.00881364
6995 0.00781066
7000 0.00693273
7005 0.006174
7010 0.00550527
7015 0.00489921
7020 0.00436826
7025 0.00391251
7030 0.0035094
7035 0.00315772
7040 0.00284666
7045 0.00256712
7050 0.00231832
7055 0.00209221
7060 0.00189295
7065 0.00131446
7070 0.000692581
7075 0.000126507
